id,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
67929,833.0,0,0,37.0,5,0.0,2,1.0,1,151871.84,0
67930,684.0,0,1,27.0,3,0.0,2,1.0,0,133631.01,0
67931,805.0,2,0,42.0,3,0.0,2,1.0,1,80130.9,0
67932,593.0,1,0,40.0,9,102749.73,1,0.0,1,102640.28,1
67933,579.0,0,1,31.0,6,139432.37,1,1.0,1,153917.41,0
67934,645.0,0,0,25.0,2,0.0,2,1.0,1,133086.45,0
67935,686.0,0,1,36.0,4,0.0,2,1.0,0,171344.09,0
67936,687.0,0,1,24.0,3,110495.27,1,1.0,0,158615.41,0
67937,740.0,1,1,33.0,3,114318.78,1,0.0,0,129333.69,1
67938,611.0,1,1,25.0,6,120825.07,1,1.0,1,125062.02,0
67939,557.0,0,0,35.0,3,0.0,2,1.0,1,187980.42,0
67940,592.0,1,0,37.0,2,131394.46,1,1.0,1,56650.47,0
67941,706.0,0,1,46.0,5,0.0,1,1.0,0,79834.79,1
67942,576.0,0,1,48.0,3,0.0,1,0.0,0,160131.43,0
67943,579.0,0,1,35.0,3,0.0,2,1.0,0,162760.02,0
67944,721.0,1,0,40.0,8,128751.65,1,1.0,0,179093.26,1
67945,662.0,0,0,36.0,4,166909.2,2,0.0,1,138871.12,0
67946,453.0,0,1,29.0,7,0.0,2,1.0,0,198376.02,0
67947,659.0,1,0,31.0,8,127723.25,1,1.0,1,176750.81,1
67948,567.0,0,1,59.0,9,0.0,2,1.0,0,25843.7,0
67949,578.0,2,0,38.0,2,111093.01,1,0.0,0,28137.03,0
67950,695.0,0,1,39.0,1,0.0,2,1.0,1,176903.35,0
67951,844.0,2,0,38.0,10,119658.49,1,1.0,1,8646.58,0
67952,637.0,2,0,31.0,3,123903.3,1,0.0,1,170890.36,0
67953,700.0,0,0,40.0,5,76322.69,1,1.0,0,128136.29,0
67954,681.0,0,1,36.0,9,0.0,2,1.0,0,168773.54,0
67955,850.0,0,0,34.0,8,125167.02,2,1.0,0,129964.94,0
67956,516.0,2,1,66.0,4,0.0,1,0.0,1,83681.1,1
67957,648.0,1,1,64.0,7,146498.76,1,0.0,1,64853.51,0
67958,593.0,0,1,33.0,4,0.0,2,1.0,1,91055.47,0
67959,684.0,1,1,31.0,9,116845.26,1,1.0,1,173837.05,0
67960,762.0,0,0,43.0,5,134204.67,1,0.0,0,139971.01,0
67961,775.0,0,1,32.0,6,0.0,2,1.0,1,134951.41,0
67962,595.0,0,1,44.0,6,134987.9,1,1.0,1,129964.13,0
67963,520.0,0,1,49.0,5,121197.64,1,1.0,0,72577.33,1
67964,753.0,0,1,45.0,0,0.0,1,1.0,1,91406.62,1
67965,624.0,0,1,37.0,0,0.0,2,1.0,0,112104.55,0
67966,662.0,0,0,55.0,4,0.0,3,1.0,0,175025.27,1
67967,652.0,0,1,48.0,2,164649.52,1,1.0,1,103944.37,0
67968,711.0,1,0,35.0,5,135927.03,2,1.0,0,4395.45,0
67969,711.0,1,0,49.0,9,152888.56,1,0.0,0,68879.35,1
67970,705.0,0,1,37.0,3,136733.24,2,1.0,1,197297.77,0
67971,569.0,0,0,50.0,3,0.0,1,1.0,0,93981.13,1
67972,595.0,0,0,41.0,1,0.0,2,1.0,0,160139.48,0
67973,683.0,1,1,46.0,1,126817.65,1,1.0,0,182988.94,1
67974,648.0,1,1,35.0,5,142911.62,2,1.0,1,45422.66,0
67975,667.0,0,0,26.0,1,0.0,2,1.0,1,54440.58,0
67976,699.0,1,1,31.0,7,97486.15,2,0.0,1,64517.25,0
67977,611.0,1,0,27.0,4,137843.8,1,0.0,1,168085.97,0
67978,675.0,2,1,38.0,1,0.0,2,1.0,0,177524.19,0
67979,566.0,2,1,63.0,2,120787.18,2,1.0,1,52198.84,1
67980,590.0,0,1,29.0,3,0.0,2,1.0,1,116797.01,0
67981,598.0,2,1,40.0,6,0.0,2,0.0,0,131736.23,0
67982,576.0,1,0,62.0,9,107915.93,3,1.0,1,57541.06,1
67983,716.0,0,0,29.0,4,0.0,2,0.0,0,158610.89,0
67984,706.0,0,1,37.0,5,0.0,2,1.0,0,93716.73,0
67985,528.0,0,1,24.0,7,0.0,1,0.0,1,169361.89,0
67986,695.0,0,0,40.0,3,0.0,1,1.0,0,156797.45,0
67987,512.0,1,0,32.0,6,123403.85,2,1.0,1,180712.28,0
67988,698.0,1,1,32.0,7,110113.44,1,1.0,1,123480.02,0
67989,611.0,2,0,49.0,5,0.0,1,1.0,0,167984.72,1
67990,441.0,0,1,50.0,6,0.0,2,1.0,0,174381.23,0
67991,567.0,2,1,40.0,6,118628.8,1,1.0,0,91973.63,0
67992,817.0,0,0,32.0,6,0.0,2,1.0,1,72814.31,0
67993,752.0,1,0,33.0,8,71433.9,1,1.0,0,138851.09,1
67994,832.0,0,1,42.0,7,0.0,2,1.0,1,183542.08,0
67995,700.0,0,0,46.0,8,0.0,2,1.0,0,106040.97,0
67996,713.0,2,1,24.0,3,0.0,2,0.0,1,193995.37,0
67997,778.0,0,0,35.0,8,116251.24,1,1.0,0,174800.31,0
67998,729.0,0,0,43.0,8,0.0,1,1.0,1,174822.66,1
67999,574.0,0,0,26.0,9,0.0,1,1.0,0,43093.67,0
68000,649.0,2,1,25.0,4,0.0,2,1.0,1,93844.14,0
68001,809.0,2,1,80.0,8,0.0,2,1.0,1,34164.05,0
68002,592.0,2,1,35.0,6,0.0,1,1.0,0,104610.86,0
68003,674.0,0,0,32.0,3,0.0,1,1.0,0,51536.99,0
68004,676.0,0,0,38.0,3,0.0,2,1.0,1,163666.85,0
68005,598.0,2,1,45.0,8,0.0,2,1.0,0,143681.01,1
68006,819.0,1,1,41.0,1,155413.06,2,1.0,1,187981.85,0
68007,585.0,0,0,48.0,5,95858.37,1,1.0,1,68255.88,0
68008,653.0,2,1,53.0,4,102773.15,1,1.0,0,170426.65,1
68009,615.0,2,0,31.0,5,0.0,2,1.0,1,160523.33,0
68010,495.0,0,0,39.0,4,0.0,2,1.0,1,86410.41,0
68011,693.0,1,1,44.0,6,106871.81,2,1.0,1,62722.44,0
68012,811.0,1,0,37.0,5,167738.82,2,0.0,1,9903.42,0
68013,721.0,1,1,43.0,5,161766.87,2,0.0,1,72849.29,0
68014,677.0,0,1,30.0,2,57037.74,2,0.0,0,158531.01,0
68015,637.0,2,1,32.0,6,0.0,2,1.0,0,25017.62,0
68016,679.0,0,1,34.0,7,0.0,2,1.0,0,108098.28,0
68017,714.0,2,1,52.0,7,0.0,2,0.0,0,52882.79,0
68018,748.0,1,1,43.0,5,129654.59,2,1.0,0,149471.14,0
68019,611.0,1,0,34.0,4,0.0,2,1.0,1,36697.48,0
68020,688.0,0,1,40.0,3,143390.75,2,1.0,0,29333.01,0
68021,707.0,0,0,47.0,3,0.0,1,1.0,0,125979.36,0
68022,653.0,0,1,28.0,6,0.0,1,1.0,0,72849.34,1
68023,578.0,1,0,31.0,2,124197.22,2,0.0,1,51711.57,0
68024,588.0,1,1,44.0,4,103544.8,3,1.0,0,100720.04,1
68025,658.0,1,1,30.0,1,83568.55,2,1.0,0,95710.23,0
68026,714.0,0,1,34.0,7,139914.6,1,1.0,1,53817.23,0
68027,651.0,0,1,37.0,3,80764.03,1,1.0,1,113089.43,0
68028,715.0,0,0,42.0,6,0.0,2,1.0,1,178256.58,0
68029,545.0,2,1,30.0,6,0.0,2,1.0,0,94951.47,0
68030,597.0,1,0,39.0,7,102535.57,1,1.0,1,121151.1,1
68031,541.0,0,1,23.0,3,128743.55,1,1.0,0,134851.12,0
68032,748.0,0,1,54.0,4,0.0,2,0.0,1,62368.33,0
68033,703.0,1,0,30.0,6,141462.13,1,1.0,0,136329.96,1
68034,657.0,0,0,25.0,4,111060.05,2,0.0,0,124170.9,0
68035,633.0,0,0,44.0,4,0.0,1,1.0,0,1710.46,1
68036,645.0,1,0,31.0,9,128927.93,1,1.0,1,2850.01,1
68037,578.0,0,0,30.0,10,0.0,2,0.0,0,170307.43,1
68038,702.0,1,0,36.0,3,148563.07,1,1.0,0,114371.33,0
68039,585.0,2,0,40.0,1,93946.74,1,1.0,1,65985.46,0
68040,516.0,0,0,43.0,5,0.0,2,0.0,1,121753.94,0
68041,762.0,0,1,45.0,0,131184.67,1,1.0,1,199661.5,0
68042,687.0,2,1,29.0,6,0.0,2,1.0,1,142273.22,0
68043,639.0,1,0,46.0,8,142574.51,3,1.0,0,152880.53,1
68044,751.0,2,1,44.0,7,0.0,2,1.0,0,4497.55,0
68045,666.0,0,1,29.0,7,109805.3,2,1.0,1,163625.56,0
68046,841.0,0,1,31.0,4,172713.44,1,1.0,1,126794.56,0
68047,605.0,0,1,27.0,8,0.0,2,1.0,0,198091.81,0
68048,749.0,0,0,37.0,1,107552.01,1,1.0,1,28136.14,0
68049,569.0,0,1,43.0,4,0.0,1,1.0,0,145794.15,1
68050,604.0,2,1,41.0,4,0.0,2,1.0,0,113952.12,0
68051,696.0,2,1,44.0,9,0.0,2,1.0,0,61251.58,0
68052,730.0,0,0,42.0,5,0.0,2,0.0,0,161479.19,1
68053,670.0,2,1,40.0,1,179915.85,1,0.0,0,44653.5,0
68054,718.0,0,0,45.0,10,0.0,1,0.0,1,184474.72,0
68055,635.0,1,1,43.0,6,78992.75,2,0.0,0,153265.31,0
68056,579.0,0,1,36.0,6,0.0,2,1.0,1,163868.69,0
68057,669.0,0,0,54.0,5,161623.66,1,1.0,1,131083.9,1
68058,845.0,0,1,34.0,0,0.0,2,1.0,1,121866.87,0
68059,592.0,1,0,48.0,8,114430.18,2,1.0,1,123535.05,1
68060,607.0,0,1,36.0,2,0.0,2,1.0,1,137651.6,0
68061,583.0,2,1,46.0,1,0.0,1,0.0,0,61843.73,0
68062,773.0,0,1,38.0,5,0.0,2,0.0,0,1568.94,0
68063,719.0,2,0,36.0,7,152581.06,1,0.0,1,81452.29,0
68064,627.0,1,1,42.0,9,115406.97,2,1.0,1,100722.85,0
68065,662.0,0,1,41.0,8,161802.81,2,1.0,0,131189.35,0
68066,439.0,0,1,43.0,8,0.0,1,0.0,1,104889.2,0
68067,713.0,1,1,43.0,5,99795.66,2,1.0,0,187816.64,0
68068,628.0,0,1,54.0,8,187530.66,2,1.0,1,38798.79,0
68069,638.0,2,0,48.0,5,127637.05,1,1.0,0,163666.01,1
68070,711.0,0,1,21.0,4,0.0,2,0.0,1,114020.06,0
68071,675.0,2,0,50.0,2,133204.91,2,0.0,1,8270.06,0
68072,850.0,1,0,43.0,6,141549.76,2,1.0,0,95832.3,1
68073,709.0,0,0,30.0,5,0.0,2,1.0,0,161388.22,0
68074,679.0,0,1,33.0,4,0.0,1,1.0,0,63939.16,1
68075,518.0,2,1,33.0,5,0.0,2,1.0,1,64038.34,0
68076,611.0,0,1,35.0,10,0.0,1,1.0,1,23598.23,1
68077,538.0,0,1,31.0,7,0.0,1,1.0,0,84569.65,1
68078,745.0,0,0,37.0,1,145754.87,1,1.0,1,140934.43,0
68079,584.0,0,1,35.0,1,0.0,2,1.0,1,89891.4,0
68080,584.0,0,1,37.0,2,0.0,2,1.0,0,62449.44,0
68081,707.0,1,0,56.0,2,137464.04,1,1.0,1,130846.79,0
68082,706.0,0,0,36.0,3,0.0,1,1.0,1,598.4,0
68083,762.0,0,0,39.0,5,92786.66,1,0.0,1,173365.9,0
68084,714.0,2,1,42.0,6,0.0,2,1.0,0,181297.74,0
68085,684.0,0,0,36.0,4,0.0,1,1.0,0,57553.62,0
68086,583.0,0,0,29.0,3,142705.02,1,1.0,1,161556.24,0
68087,596.0,0,1,32.0,2,0.0,2,0.0,1,125167.92,0
68088,683.0,0,1,35.0,2,0.0,1,0.0,1,77326.78,0
68089,516.0,0,1,28.0,9,112727.06,2,1.0,0,183752.91,0
68090,667.0,0,1,63.0,8,0.0,2,0.0,1,163317.5,0
68091,730.0,0,0,30.0,3,96847.71,1,0.0,0,97981.6,0
68092,628.0,1,1,37.0,4,129674.89,2,1.0,0,58214.79,0
68093,653.0,1,0,49.0,9,167735.96,1,1.0,0,184936.77,1
68094,846.0,1,0,34.0,2,90920.75,1,0.0,1,68730.91,0
68095,588.0,1,0,40.0,7,122331.55,2,0.0,1,160129.99,0
68096,727.0,2,0,26.0,3,92476.11,1,1.0,1,175738.35,0
68097,733.0,0,1,49.0,5,0.0,2,1.0,1,119808.64,1
68098,667.0,0,1,35.0,6,165798.1,2,1.0,0,147090.9,0
68099,850.0,0,0,34.0,6,140595.29,1,0.0,1,141806.86,0
68100,686.0,0,0,43.0,8,0.0,2,1.0,0,82647.25,0
68101,589.0,0,0,38.0,4,0.0,2,0.0,0,125986.18,0
68102,850.0,0,1,60.0,2,0.0,1,1.0,0,175480.93,1
68103,586.0,0,1,30.0,2,0.0,2,1.0,0,64345.61,0
68104,493.0,0,1,35.0,8,0.0,2,1.0,1,163746.09,0
68105,628.0,0,1,31.0,0,88421.81,1,1.0,0,72350.47,0
68106,581.0,0,1,43.0,1,0.0,1,1.0,1,151310.41,1
68107,647.0,0,1,35.0,8,0.0,2,1.0,1,91763.67,0
68108,641.0,1,0,39.0,1,122528.18,1,1.0,1,100403.05,0
68109,727.0,1,0,38.0,6,98640.74,1,1.0,1,110457.99,1
68110,562.0,0,0,37.0,10,122518.75,1,1.0,1,149697.59,0
68111,589.0,0,0,38.0,6,0.0,2,1.0,1,171515.82,0
68112,619.0,0,1,31.0,8,0.0,2,1.0,1,57839.9,0
68113,695.0,0,1,34.0,8,0.0,2,1.0,0,142797.5,0
68114,583.0,0,0,34.0,3,0.0,2,0.0,1,152783.96,0
68115,537.0,0,0,38.0,4,0.0,2,0.0,0,113899.22,0
68116,568.0,0,0,53.0,1,0.0,2,1.0,1,136910.18,0
68117,758.0,0,0,41.0,7,0.0,1,1.0,0,188156.34,0
68118,634.0,1,0,36.0,4,95727.05,2,0.0,0,97939.4,0
68119,669.0,2,0,34.0,5,0.0,1,1.0,0,117622.8,0
68120,509.0,2,1,29.0,1,0.0,2,0.0,1,69113.14,0
68121,651.0,0,1,44.0,3,0.0,2,1.0,1,38190.34,0
68122,710.0,0,1,37.0,10,0.0,2,1.0,0,125962.83,0
68123,645.0,1,0,35.0,0,165982.08,1,1.0,0,115288.24,1
68124,651.0,2,1,31.0,1,124113.04,2,0.0,0,121164.4,0
68125,730.0,2,1,26.0,3,0.0,1,0.0,0,34542.41,0
68126,614.0,1,1,35.0,8,128100.28,1,0.0,1,69454.24,0
68127,671.0,1,1,56.0,4,161532.46,1,1.0,0,26341.16,1
68128,671.0,0,1,38.0,3,116234.61,1,0.0,1,172096.08,0
68129,570.0,1,0,42.0,5,129293.74,1,1.0,1,177805.44,0
68130,708.0,0,0,22.0,0,100885.93,1,1.0,1,38772.65,0
68131,595.0,2,0,37.0,8,0.0,1,1.0,1,88890.05,0
68132,678.0,0,1,36.0,8,0.0,2,1.0,1,65618.01,0
68133,627.0,1,1,35.0,9,126273.95,2,1.0,1,115842.1,0
68134,731.0,0,1,40.0,3,0.0,2,1.0,1,140941.45,0
68135,683.0,0,1,38.0,4,0.0,1,1.0,0,119059.13,0
68136,648.0,0,0,33.0,4,131284.07,1,1.0,1,151425.57,0
68137,644.0,2,0,55.0,5,130796.79,1,1.0,0,86569.79,1
68138,596.0,0,1,34.0,1,0.0,2,1.0,0,143584.64,0
68139,727.0,2,1,43.0,2,0.0,2,1.0,1,123096.54,0
68140,752.0,0,0,35.0,3,113657.39,1,1.0,0,113557.3,0
68141,787.0,1,0,42.0,2,74483.97,2,1.0,1,44273.91,0
68142,555.0,2,0,38.0,3,0.0,2,1.0,1,101667.0,0
68143,685.0,1,1,42.0,5,90560.48,2,0.0,1,21085.12,0
68144,750.0,2,1,45.0,3,0.0,2,1.0,1,152577.62,0
68145,601.0,0,1,32.0,3,0.0,2,1.0,1,30607.11,0
68146,662.0,0,1,31.0,9,0.0,2,0.0,0,94283.09,0
68147,698.0,2,1,26.0,5,109958.15,1,0.0,0,27654.44,0
68148,589.0,2,0,27.0,2,0.0,2,1.0,0,151335.24,0
68149,579.0,0,0,29.0,4,0.0,2,1.0,1,1795.57,0
68150,669.0,2,1,23.0,4,145536.28,1,1.0,1,136079.64,0
68151,850.0,0,1,33.0,2,0.0,2,1.0,1,126585.2,0
68152,726.0,0,0,42.0,7,0.0,2,0.0,1,176902.83,0
68153,565.0,1,0,21.0,7,155061.47,2,1.0,0,91359.76,0
68154,684.0,1,1,34.0,7,131834.8,2,1.0,0,134790.74,0
68155,595.0,0,0,35.0,7,0.0,1,1.0,0,125986.18,1
68156,651.0,0,1,34.0,6,125647.36,1,1.0,0,98820.09,0
68157,758.0,0,1,40.0,8,0.0,1,1.0,0,48606.71,1
68158,842.0,0,1,44.0,3,141252.18,1,0.0,1,128521.16,0
68159,593.0,0,0,34.0,8,0.0,2,1.0,0,151723.43,0
68160,743.0,0,1,31.0,6,0.0,2,0.0,0,131744.41,0
68161,559.0,0,0,45.0,8,0.0,1,1.0,1,125110.02,0
68162,710.0,1,0,37.0,6,140694.78,2,1.0,1,168034.83,0
68163,850.0,1,1,44.0,4,108428.89,1,1.0,0,134946.71,0
68164,703.0,0,1,50.0,9,160139.59,2,1.0,1,79314.1,0
68165,646.0,0,1,45.0,7,0.0,1,1.0,1,96498.14,0
68166,684.0,0,1,33.0,3,71433.08,1,1.0,0,94498.82,0
68167,771.0,0,0,31.0,2,0.0,2,1.0,0,72985.61,0
68168,700.0,0,0,42.0,3,0.0,2,1.0,1,71159.84,0
68169,526.0,0,1,31.0,6,0.0,2,0.0,0,127059.09,0
68170,667.0,0,1,30.0,8,0.0,2,1.0,0,86334.64,1
68171,678.0,2,0,42.0,1,0.0,2,0.0,1,62370.67,0
68172,454.0,0,0,34.0,3,0.0,2,0.0,0,198817.72,1
68173,556.0,2,0,36.0,9,134678.82,1,1.0,0,108741.81,1
68174,774.0,1,0,28.0,3,137781.65,1,0.0,0,199316.19,0
68175,589.0,0,1,32.0,8,0.0,2,1.0,0,154852.02,0
68176,632.0,1,0,33.0,9,122314.5,1,1.0,1,48545.1,1
68177,589.0,0,0,40.0,1,127209.0,1,0.0,1,71167.17,0
68178,645.0,2,1,31.0,3,0.0,1,1.0,0,24234.11,0
68179,669.0,0,0,23.0,1,0.0,2,1.0,0,141069.93,0
68180,647.0,0,0,35.0,6,0.0,2,1.0,1,122584.29,0
68181,763.0,0,0,46.0,7,0.0,2,1.0,1,109127.54,0
68182,685.0,0,1,29.0,7,0.0,2,0.0,1,126812.63,0
68183,667.0,0,1,36.0,3,0.0,2,1.0,0,108872.45,0
68184,832.0,1,0,41.0,6,125961.71,1,1.0,1,161076.92,0
68185,692.0,1,1,28.0,2,122874.5,2,1.0,1,47921.47,0
68186,585.0,0,0,41.0,8,0.0,2,0.0,1,92381.01,0
68187,629.0,2,0,26.0,0,101952.96,1,0.0,0,181429.87,0
68188,696.0,0,1,28.0,9,0.0,2,1.0,0,140810.5,0
68189,677.0,1,1,76.0,8,61211.18,1,0.0,1,145250.43,0
68190,718.0,0,0,39.0,3,0.0,2,1.0,0,141175.65,0
68191,652.0,1,0,46.0,10,121063.49,3,1.0,0,151481.86,1
68192,572.0,0,0,48.0,3,174954.58,1,1.0,1,135083.71,0
68193,850.0,1,1,40.0,9,124954.95,2,1.0,1,35230.61,0
68194,583.0,0,0,30.0,2,107316.09,1,1.0,0,64299.82,1
68195,644.0,1,1,40.0,6,108449.23,1,1.0,0,101371.72,0
68196,601.0,0,1,38.0,2,0.0,2,1.0,0,51554.58,0
68197,730.0,1,0,36.0,4,107418.27,2,0.0,1,189430.86,1
68198,662.0,0,1,35.0,1,0.0,1,1.0,0,85523.24,0
68199,772.0,2,1,39.0,5,122486.47,2,1.0,1,140709.25,0
68200,644.0,2,1,40.0,1,108825.34,1,0.0,1,8742.91,0
68201,796.0,0,0,45.0,2,109730.22,1,1.0,0,123882.73,1
68202,574.0,2,1,49.0,4,107174.58,1,1.0,1,18260.98,0
68203,628.0,0,1,37.0,3,0.0,2,1.0,1,183584.12,0
68204,746.0,1,0,34.0,6,105417.73,2,1.0,0,77965.67,0
68205,732.0,2,1,26.0,1,0.0,2,1.0,1,136330.26,0
68206,657.0,1,0,46.0,10,156570.86,1,1.0,1,137276.83,1
68207,630.0,0,0,54.0,4,108797.63,1,1.0,0,179267.94,1
68208,645.0,0,1,33.0,7,97560.8,1,0.0,1,28640.92,0
68209,627.0,1,0,36.0,7,152265.39,2,1.0,0,176743.51,0
68210,732.0,0,1,38.0,4,0.0,1,1.0,1,162022.47,0
68211,691.0,0,1,32.0,2,0.0,2,1.0,1,106060.08,0
68212,497.0,0,1,41.0,5,0.0,2,0.0,1,88729.22,0
68213,670.0,0,0,38.0,7,0.0,2,1.0,1,77864.41,0
68214,749.0,0,1,42.0,3,0.0,2,1.0,0,161242.99,0
68215,828.0,0,1,39.0,2,117303.21,1,1.0,1,122996.76,0
68216,573.0,0,0,40.0,8,0.0,2,1.0,0,81406.0,0
68217,574.0,0,0,27.0,5,0.0,2,1.0,1,88751.01,0
68218,553.0,0,1,41.0,6,0.0,2,1.0,0,160574.09,0
68219,619.0,2,1,26.0,6,0.0,2,1.0,0,82647.97,0
68220,640.0,0,1,62.0,8,0.0,1,1.0,0,73979.85,1
68221,640.0,1,0,58.0,8,137520.99,1,1.0,0,71173.64,1
68222,625.0,0,1,34.0,9,0.0,1,1.0,1,44965.54,0
68223,682.0,2,0,33.0,10,0.0,2,1.0,1,160529.71,0
68224,718.0,0,1,36.0,2,0.0,2,1.0,1,63795.8,0
68225,573.0,0,1,29.0,10,141642.92,1,1.0,1,64815.05,0
68226,611.0,1,1,37.0,9,133334.24,2,1.0,1,176713.58,0
68227,653.0,1,1,36.0,8,108239.11,2,0.0,0,99444.02,0
68228,732.0,0,0,32.0,5,133846.21,1,1.0,0,45959.02,1
68229,545.0,0,1,36.0,8,0.0,1,1.0,0,89587.34,1
68230,693.0,0,0,40.0,2,0.0,2,1.0,1,65618.01,0
68231,563.0,2,1,31.0,5,0.0,1,1.0,0,1568.33,0
68232,627.0,0,1,29.0,5,119825.75,2,1.0,1,101139.3,0
68233,762.0,0,1,33.0,8,0.0,2,1.0,0,71167.37,0
68234,531.0,0,1,33.0,8,0.0,2,0.0,0,158553.1,0
68235,594.0,0,0,43.0,3,0.0,1,1.0,0,103557.15,1
68236,574.0,2,1,27.0,1,0.0,2,1.0,1,38186.85,0
68237,687.0,0,1,29.0,5,0.0,2,1.0,0,82547.03,0
68238,576.0,0,1,28.0,9,0.0,2,0.0,1,196582.28,0
68239,553.0,0,1,32.0,10,0.0,2,0.0,0,115650.63,0
68240,678.0,0,1,26.0,1,0.0,2,1.0,0,4989.33,0
68241,539.0,0,0,35.0,9,0.0,2,1.0,1,72849.29,0
68242,722.0,1,1,29.0,1,107233.85,2,0.0,1,24924.92,0
68243,615.0,2,1,29.0,7,127822.71,1,0.0,0,143686.01,0
68244,535.0,0,1,51.0,9,0.0,2,1.0,1,88890.05,0
68245,760.0,2,1,34.0,8,0.0,2,0.0,1,16287.38,0
68246,535.0,0,0,29.0,2,112367.34,1,1.0,0,185630.76,0
68247,695.0,0,1,39.0,5,0.0,1,1.0,0,73679.61,1
68248,634.0,2,1,43.0,7,127842.45,1,0.0,0,172576.64,1
68249,717.0,1,0,46.0,1,171733.4,2,0.0,1,86516.46,0
68250,662.0,2,0,35.0,6,0.0,2,0.0,0,2423.9,0
68251,710.0,1,1,37.0,0,104960.77,2,1.0,1,188795.67,0
68252,622.0,0,0,25.0,5,0.0,1,1.0,1,138525.53,0
68253,639.0,0,1,55.0,7,99610.92,1,1.0,0,187296.78,1
68254,679.0,0,1,34.0,3,0.0,2,0.0,0,89891.36,0
68255,752.0,1,0,44.0,6,135512.7,2,1.0,0,56905.53,1
68256,641.0,1,1,38.0,8,105473.74,2,1.0,0,101418.76,0
68257,597.0,0,0,30.0,8,122524.61,1,0.0,1,176725.57,0
68258,613.0,2,0,25.0,9,0.0,2,1.0,0,121592.5,0
68259,604.0,0,1,45.0,4,118889.66,1,1.0,1,152577.62,0
68260,694.0,0,1,31.0,5,0.0,2,1.0,1,166650.32,0
68261,669.0,2,1,47.0,8,0.0,1,0.0,0,96792.56,0
68262,730.0,2,1,59.0,5,118866.36,1,1.0,1,163317.5,1
68263,711.0,0,1,34.0,3,0.0,1,0.0,1,79495.01,0
68264,624.0,0,0,25.0,4,0.0,2,1.0,1,44113.38,0
68265,774.0,2,1,32.0,9,0.0,1,1.0,0,10604.48,0
68266,678.0,0,0,48.0,3,0.0,1,0.0,1,55313.44,1
68267,553.0,0,0,34.0,1,68999.66,2,1.0,0,66879.27,0
68268,756.0,1,0,34.0,3,92786.96,2,1.0,0,155890.83,0
68269,730.0,2,1,34.0,0,136298.65,2,1.0,1,144593.3,0
68270,559.0,2,1,54.0,1,0.0,1,1.0,0,115262.19,1
68271,759.0,0,0,32.0,7,0.0,2,0.0,1,172618.52,0
68272,678.0,0,1,36.0,9,136622.57,1,1.0,0,45445.78,0
68273,756.0,0,0,31.0,2,0.0,2,1.0,0,146652.11,0
68274,583.0,2,0,40.0,8,155853.11,2,1.0,1,102260.01,0
68275,622.0,0,1,35.0,5,0.0,2,1.0,0,144517.43,0
68276,663.0,0,0,27.0,2,146798.61,1,1.0,1,103363.73,0
68277,717.0,1,1,44.0,1,142406.43,1,1.0,0,121763.92,0
68278,652.0,0,1,44.0,9,0.0,2,1.0,1,96420.58,0
68279,585.0,0,0,46.0,10,0.0,1,0.0,0,92180.62,1
68280,850.0,2,1,33.0,2,0.0,2,1.0,0,175072.57,0
68281,611.0,0,0,32.0,7,0.0,2,1.0,1,66463.62,0
68282,679.0,2,1,39.0,4,0.0,2,1.0,0,12266.06,0
68283,683.0,0,1,37.0,5,0.0,2,1.0,1,126997.29,0
68284,451.0,1,1,38.0,0,142406.43,2,1.0,0,184954.11,0
68285,556.0,1,0,28.0,9,144427.96,2,1.0,0,166677.53,0
68286,632.0,0,0,36.0,3,116576.45,1,1.0,0,157567.37,0
68287,706.0,0,0,30.0,5,0.0,2,1.0,1,81718.37,0
68288,680.0,0,1,30.0,5,137654.05,1,1.0,0,172749.65,0
68289,850.0,0,1,38.0,5,0.0,2,1.0,1,178373.43,0
68290,707.0,2,0,31.0,9,0.0,1,1.0,1,705.37,0
68291,651.0,1,1,33.0,3,128173.76,2,0.0,0,164768.15,0
68292,714.0,0,1,37.0,2,0.0,2,1.0,1,156475.58,0
68293,553.0,0,1,24.0,1,141223.67,1,0.0,0,121681.19,0
68294,685.0,1,0,35.0,9,136689.66,2,0.0,1,187632.22,0
68295,495.0,0,1,26.0,1,118079.35,1,1.0,0,181429.91,0
68296,769.0,0,0,62.0,6,0.0,1,1.0,1,35408.77,1
68297,541.0,0,1,34.0,3,128743.55,2,1.0,0,134851.12,0
68298,716.0,0,1,32.0,7,0.0,2,1.0,1,1276.87,0
68299,585.0,0,0,33.0,1,109341.87,2,0.0,1,162599.51,0
68300,656.0,0,0,49.0,2,0.0,1,1.0,0,175477.03,1
68301,805.0,2,1,30.0,7,0.0,1,1.0,0,36193.07,0
68302,732.0,0,0,35.0,9,151342.74,1,1.0,1,110317.72,0
68303,567.0,0,1,37.0,6,0.0,2,1.0,0,151912.57,0
68304,696.0,0,1,32.0,2,0.0,2,1.0,0,137519.92,0
68305,687.0,0,1,24.0,10,110942.9,1,1.0,0,156476.47,0
68306,452.0,1,1,34.0,10,59877.33,1,1.0,0,14032.62,1
68307,746.0,0,1,36.0,9,0.0,1,0.0,1,138889.15,0
68308,581.0,2,1,43.0,3,96196.24,4,1.0,0,198874.52,0
68309,562.0,0,0,24.0,1,0.0,2,1.0,0,126145.08,0
68310,637.0,0,0,43.0,7,0.0,2,1.0,0,179886.38,0
